DB00005	Etanercept	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB00889	Granisetron	Cytochrome P450 3A4	None	None	None
DB00889	Granisetron	Cytochrome P450 1A1	None	None	None
DB00889	Granisetron	Cytochrome P450 1A1	None	None	None
DB00889	Granisetron	Cytochrome P450 3A4	Human	P08684	substrate
DB00889	Granisetron	Cytochrome P450 1A1	Human	P04798	substrate
DB00889	Granisetron	Cytochrome P450 2D6	Human	P10635	substrate
DB00889	Granisetron	Cytochrome P450 3A5	Human	P20815	substrate
DB00891	Sulfapyridine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00892	Oxybuprocaine	Cholinesterase	Human	P06276	substrate
DB00897	Triazolam	Cytochrome P450 3A4	None	None	None
DB00897	Triazolam	Cytochrome P450 3A4	None	None	None
DB00897	Triazolam	Cytochrome P450 3A4	Human	P08684	substrate
DB00897	Triazolam	Cytochrome P450 3A5	Human	P20815	substrate
DB00897	Triazolam	Cytochrome P450 3A7	Human	P24462	substrate
DB00897	Triazolam	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00897	Triazolam	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00898	Ethanol	Cytochrome P450 2E1	None	None	None
DB00898	Ethanol	Cytochrome P450 2E1	Human	P05181	substrate
DB00898	Ethanol	Cytochrome P450 1A1	Human	P04798	inhibitor
DB00898	Ethanol	Cytochrome P450 1A2	Human	P05177	substrate
DB00898	Ethanol	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00898	Ethanol	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00898	Ethanol	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00898	Ethanol	Cytochrome P450 3A4	Human	P08684	substrate
DB00898	Ethanol	Cytochrome P450 4A11	Human	Q02928	inducer
DB00898	Ethanol	Alcohol dehydrogenase 1A	Human	P07327	None
DB00898	Ethanol	Alcohol dehydrogenase 1B	Human	P00325	None
DB00898	Ethanol	Alcohol dehydrogenase 1C	Human	P00326	None
DB00898	Ethanol	Alcohol dehydrogenase class-3	Human	P11766	None
DB00898	Ethanol	Alcohol dehydrogenase 4	Human	P08319	None
DB00898	Ethanol	Alcohol dehydrogenase class 4 mu/sigma chain	Human	P40394	None
DB00898	Ethanol	Alcohol dehydrogenase 6	Human	P28332	None
DB00898	Ethanol	Alcohol dehydrogenase [NADP(+)]	Human	P14550	None
DB00903	Etacrynic acid	Glutathione S-transferase A2	Human	P09210	inhibitor
DB00904	Ondansetron	Cytochrome P450 3A4	None	None	None
DB00904	Ondansetron	Cytochrome P450 2D6	None	None	None
DB00904	Ondansetron	Cytochrome P450 1A2	None	None	None
DB00904	Ondansetron	Cytochrome P450 1A2	None	None	None
DB00904	Ondansetron	Cytochrome P450 2D6	None	None	None
DB00904	Ondansetron	Cytochrome P450 3A4	None	None	None
DB00904	Ondansetron	Cytochrome P450 1A2	None	None	None
DB00904	Ondansetron	Cytochrome P450 2D6	None	None	None
DB00904	Ondansetron	Cytochrome P450 3A4	None	None	None
DB00904	Ondansetron	Cytochrome P450 3A4	Human	P08684	substrate
DB00904	Ondansetron	Cytochrome P450 1A2	Human	P05177	substrate
DB00904	Ondansetron	Cytochrome P450 2D6	Human	P10635	substrate
DB00904	Ondansetron	Cytochrome P450 3A5	Human	P20815	substrate
DB00904	Ondansetron	Cytochrome P450 3A7	Human	P24462	substrate
DB00904	Ondansetron	Cytochrome P450 2C9	Human	P11712	substrate
DB00904	Ondansetron	Cytochrome P450 2E1	Human	P05181	substrate
DB00906	Tiagabine	Cytochrome P450 3A4	None	None	None
DB00906	Tiagabine	Cytochrome P450 3A4	Human	P08684	substrate
DB00906	Tiagabine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00907	Cocaine	Cytochrome P450 3A4	None	None	None
DB00907	Cocaine	Cytochrome P450 3A4	Human	P08684	substrate
DB00907	Cocaine	Cytochrome P450 3A5	Human	P20815	substrate
DB00907	Cocaine	Cytochrome P450 3A7	Human	P24462	substrate
DB00907	Cocaine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00907	Cocaine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00907	Cocaine	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00908	Quinidine	Cytochrome P450 3A4	None	None	None
DB00908	Quinidine	Cytochrome P450 2C9	None	None	None
DB00908	Quinidine	Cytochrome P450 2E1	None	None	None
DB00908	Quinidine	Cytochrome P450 3A4	None	None	None
DB00908	Quinidine	Cytochrome P450 3A4	Human	P08684	substrate
DB00908	Quinidine	Cytochrome P450 3A7	Human	P24462	substrate
DB00908	Quinidine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00908	Quinidine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00908	Quinidine	Cytochrome P450 2E1	Human	P05181	substrate
DB00908	Quinidine	Cytochrome P450 1A1	Human	P04798	inhibitor
DB00908	Quinidine	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00908	Quinidine	Cytochrome P450 2C8	Human	P10632	substrate
DB00908	Quinidine	Cytochrome P450 2C9	Human	P11712	substrate
DB00909	Zonisamide	Cytochrome P450 3A4	None	None	None
DB00909	Zonisamide	Cytochrome P450 3A4	Human	P08684	substrate
DB00909	Zonisamide	Aldehyde oxidase	Human	Q06278	substrate
DB00909	Zonisamide	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00909	Zonisamide	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00910	Paricalcitol	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial	Human	Q07973	substrate
DB00910	Paricalcitol	Cytochrome P450 3A4	Human	P08684	substrate
DB00910	Paricalcitol	UDP-glucuronosyltransferase 1-4	Human	P22310	substrate
DB00911	Tinidazole	Cytochrome P450 3A4	Human	P08684	substrate
DB00912	Repaglinide	Cytochrome P450 2C8	None	None	None
DB00912	Repaglinide	Cytochrome P450 3A4	None	None	None
DB00912	Repaglinide	Cytochrome P450 3A4	Human	P08684	substrate
DB00912	Repaglinide	Cytochrome P450 2C8	Human	P10632	substrate
DB00914	Phenformin	Cytochrome P450 2D6	Human	P10635	substrate
DB00915	Amantadine	Aromatic-L-amino-acid decarboxylase	Human	P20711	inducer
DB00915	Amantadine	Amine oxidase [flavin-containing] B	Human	P27338	inhibitor
DB00916	Metronidazole	Cytochrome P450 2C9	Human	P11712	substrate
DB00916	Metronidazole	Cytochrome P450 3A4	Human	P08684	substrate
DB00916	Metronidazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00916	Metronidazole	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00917	Dinoprostone	Cholesterol side-chain cleavage enzyme, mitochondrial	Human	P05108	substrate
DB00917	Dinoprostone	Cytochrome P450 19A1	Human	P11511	inducer
DB00917	Dinoprostone	Cytochrome P450 1A2	Human	P05177	substrate
DB00918	Almotriptan	Cytochrome P450 2D6	None	None	None
DB00918	Almotriptan	Cytochrome P450 3A4	None	None	None
DB00918	Almotriptan	Cytochrome P450 3A4	None	None	None
DB00918	Almotriptan	Cytochrome P450 2D6	None	None	None
DB00918	Almotriptan	Cytochrome P450 1A2	None	None	None
DB00918	Almotriptan	Cytochrome P450 2C19	None	None	None
DB00918	Almotriptan	Cytochrome P450 2E1	None	None	None
DB00918	Almotriptan	Cytochrome P450 2C8	None	None	None
DB00918	Almotriptan	Amine oxidase [flavin-containing] A	None	None	None
DB00918	Almotriptan	Amine oxidase [flavin-containing] A	None	None	None
DB00918	Almotriptan	Cytochrome P450 3A4	None	None	None
DB00918	Almotriptan	Cytochrome P450 2D6	None	None	None
DB00918	Almotriptan	Amine oxidase [flavin-containing] A	Human	P21397	substrate
DB00918	Almotriptan	Cytochrome P450 3A4	Human	P08684	substrate
DB00918	Almotriptan	Cytochrome P450 2D6	Human	P10635	substrate
DB00918	Almotriptan	Dimethylaniline monooxygenase [N-oxide-forming] 3	Human	P31513	substrate
DB00918	Almotriptan	Cytochrome P450 1A2	Human	P05177	substrate
DB00918	Almotriptan	Cytochrome P450 2C19	Human	P33261	substrate
DB00918	Almotriptan	Cytochrome P450 2E1	Human	P05181	substrate
DB00918	Almotriptan	Cytochrome P450 2C8	Human	P10632	substrate
DB00921	Buprenorphine	Cytochrome P450 2C9	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A5	None	None	None
DB00921	Buprenorphine	Cytochrome P450 2C8	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A4	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A4	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A5	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A7	None	None	None
DB00921	Buprenorphine	UDP-glucuronosyltransferase 1-9	None	None	None
DB00921	Buprenorphine	Cytochrome P450 3A4	Human	P08684	substrate
DB00921	Buprenorphine	Cytochrome P450 3A5	Human	P20815	substrate
DB00921	Buprenorphine	Cytochrome P450 2C9	Human	P11712	substrate
DB00921	Buprenorphine	Cytochrome P450 2C8	Human	P10632	substrate
DB00921	Buprenorphine	Cytochrome P450 3A7	Human	P24462	substrate
DB00921	Buprenorphine	UDP-glucuronosyltransferase 1-9	Human	O60656	substrate
DB00921	Buprenorphine	Cytochrome P450 2D6	Human	P10635	substrate
DB00921	Buprenorphine	Cytochrome P450 2C18	Human	P33260	substrate
DB00921	Buprenorphine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00921	Buprenorphine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00921	Buprenorphine	Cytochrome P450 2A6	Human	P11509	inhibitor
DB00921	Buprenorphine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00924	Cyclobenzaprine	Cytochrome P450 1A2	None	None	None
DB00924	Cyclobenzaprine	Cytochrome P450 2D6	None	None	None
DB00924	Cyclobenzaprine	Cytochrome P450 3A4	None	None	None
DB00924	Cyclobenzaprine	Cytochrome P450 1A2	Human	P05177	substrate
DB00924	Cyclobenzaprine	Cytochrome P450 3A4	Human	P08684	substrate
DB00924	Cyclobenzaprine	Cytochrome P450 2D6	Human	P10635	substrate
DB00924	Cyclobenzaprine	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00925	Phenoxybenzamine	Cytochrome P450 3A4	Human	P08684	substrate
DB00927	Famotidine	Cytochrome P450 2C19	Human	P33261	substrate
DB00928	Azacitidine	Cytidine deaminase	Human	P32320	substrate
DB00932	Tipranavir	Cytochrome P450 3A4	Human	P08684	substrate
DB00932	Tipranavir	Cytochrome P450 2D6	Human	P10635	substrate
DB00932	Tipranavir	Cytochrome P450 2C19	Human	P33261	substrate
DB00932	Tipranavir	UDP-glucuronosyltransferase 1-1	Human	P22309	inducer
DB00933	Mesoridazine	Cytochrome P450 2D6	Human	P10635	substrate
DB00934	Maprotiline	Cytochrome P450 2D6	None	None	None
DB00934	Maprotiline	Cytochrome P450 2D6	None	None	None
DB00934	Maprotiline	Cytochrome P450 1A2	None	None	None
DB00934	Maprotiline	Cytochrome P450 2D6	None	None	None
DB00934	Maprotiline	Cytochrome P450 1A2	None	None	None
DB00934	Maprotiline	Cytochrome P450 2D6	Human	P10635	substrate
DB00934	Maprotiline	Cytochrome P450 1A2	Human	P05177	substrate
DB00936	Salicylic acid	Cytochrome P450 2C9	Human	P11712	substrate
DB00938	Salmeterol	Cytochrome P450 3A4	None	None	None
DB00938	Salmeterol	Cytochrome P450 3A4	Human	P08684	substrate
DB00938	Salmeterol	Cytochrome P450 3A5	Human	P20815	substrate
DB00938	Salmeterol	Cytochrome P450 3A7	Human	P24462	substrate
DB00938	Salmeterol	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00943	Zalcitabine	Deoxycytidine kinase	Human	P27707	substrate
DB00943	Zalcitabine	Cytochrome P450 2C9	Human	P11712	substrate
DB00943	Zalcitabine	Cytochrome P450 2D6	Human	P10635	substrate
DB00943	Zalcitabine	Cytochrome P450 3A4	Human	P08684	substrate
DB00943	Zalcitabine	Cytochrome P450 3A43	Human	Q9HB55	substrate
DB00943	Zalcitabine	Cytochrome P450 3A5	Human	P20815	substrate
DB00943	Zalcitabine	Cytochrome P450 3A7	Human	P24462	substrate
DB00945	Acetylsalicylic acid	Cytochrome P450 2C19	Human	P33261	inducer
DB00945	Acetylsalicylic acid	Cytochrome P450 2C8	Human	P10632	substrate
DB00945	Acetylsalicylic acid	Cytochrome P450 2C9	Human	P11712	substrate
DB00946	Phenprocoumon	Cytochrome P450 2C9	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 2C8	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 2C9	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 3A4	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 2C9	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 3A4	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 2C9	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 3A4	None	None	None
DB00946	Phenprocoumon	Cytochrome P450 2C8	Human	P10632	substrate
DB00946	Phenprocoumon	Cytochrome P450 2C9	Human	P11712	substrate
DB00946	Phenprocoumon	Cytochrome P450 3A4	Human	P08684	substrate
DB00947	Fulvestrant	Cytochrome P450 3A4	Human	P08684	substrate
DB00947	Fulvestrant	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00949	Felbamate	Cytochrome P450 2C19	None	None	None
DB00949	Felbamate	Cytochrome P450 3A7	None	None	None
DB00949	Felbamate	Cytochrome P450 2E1	None	None	None
DB00949	Felbamate	Cytochrome P450 3A7	None	None	None
DB00949	Felbamate	Cytochrome P450 2E1	None	None	None
DB00949	Felbamate	Alcohol dehydrogenase 1A	None	None	None
DB00949	Felbamate	Aldehyde dehydrogenase, dimeric NADP-preferring	None	None	None
DB00949	Felbamate	Alcohol dehydrogenase 1A	None	None	None
DB00949	Felbamate	Cytochrome P450 3A4	Human	P08684	substrate
DB00949	Felbamate	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00949	Felbamate	Cytochrome P450 2E1	Human	P05181	substrate
DB00949	Felbamate	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00950	Fexofenadine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00951	Isoniazid	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00951	Isoniazid	Cytochrome P450 2E1	Human	P05181	substrate
DB00951	Isoniazid	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00951	Isoniazid	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00951	Isoniazid	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00951	Isoniazid	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00951	Isoniazid	Arylamine N-acetyltransferase 2	Human	P11245	substrate
DB00951	Isoniazid	Arylamine N-acetyltransferase	Mycobacterium tuberculosis	P9WJI5	inhibitor
DB00951	Isoniazid	Cytochrome P450 2A6	Human	P11509	inhibitor
DB00951	Isoniazid	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00952	Naratriptan	Amine oxidase [flavin-containing] A	Human	P21397	substrate
DB00953	Rizatriptan	Amine oxidase [flavin-containing] A	Human	P21397	substrate
DB00953	Rizatriptan	Cytochrome P450 1A2	Human	P05177	substrate
DB00956	Hydrocodone	Cytochrome P450 2D6	None	None	None
DB00956	Hydrocodone	Cytochrome P450 3A4	None	None	None
DB00956	Hydrocodone	Cytochrome P450 2D6	Human	P10635	substrate
DB00956	Hydrocodone	Cytochrome P450 3A4	Human	P08684	substrate
DB00957	Norgestimate	Cytochrome P450 3A4	Human	P08684	inducer
DB00958	Carboplatin	Xanthine dehydrogenase/oxidase	Human	P47989	inducer
DB00958	Carboplatin	Myeloperoxidase	Human	P05164	substrate
DB00958	Carboplatin	Glutathione S-transferase theta-1	Human	P30711	substrate
DB00958	Carboplatin	Metallothionein-1A	Human	P04731	substrate
DB00958	Carboplatin	Metallothionein-2	Human	P02795	substrate
DB00958	Carboplatin	Superoxide dismutase [Cu-Zn]	Human	P00441	None
DB00958	Carboplatin	Glutathione S-transferase P	Human	P09211	substrate
DB00958	Carboplatin	Glutathione S-transferase Mu 1	Human	P09488	substrate
DB00958	Carboplatin	NAD(P)H dehydrogenase [quinone] 1	Human	P15559	substrate
DB00959	Methylprednisolone	Cytochrome P450 3A4	Human	P08684	substrate
DB00960	Pindolol	Cytochrome P450 2D6	Human	P10635	substrate
DB00962	Zaleplon	Cytochrome P450 3A4	None	None	None
DB00962	Zaleplon	Cytochrome P450 3A4	Human	P08684	substrate
DB00962	Zaleplon	Cytochrome P450 3A5	Human	P20815	substrate
DB00962	Zaleplon	Cytochrome P450 3A7	Human	P24462	substrate
DB00962	Zaleplon	Aldehyde oxidase	Human	Q06278	substrate
DB00963	Bromfenac	Prostaglandin G/H synthase 2	Human	P35354	inhibitor
DB00966	Telmisartan	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00967	Desloratadine	Cytochrome P450 2C19	Human	P33261	inhibitor
DB00967	Desloratadine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00967	Desloratadine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00967	Desloratadine	Cytochrome P450 2C9	Human	P11712	inhibitor
DB00968	Methyldopa	Catechol O-methyltransferase	Human	P21964	substrate
DB00969	Alosetron	Cytochrome P450 2C9	Human	P11712	substrate
DB00969	Alosetron	Cytochrome P450 3A4	Human	P08684	substrate
DB00969	Alosetron	Cytochrome P450 1A2	Human	P05177	substrate
DB00969	Alosetron	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00972	Azelastine	Cytochrome P450 3A4	None	None	None
DB00972	Azelastine	Cytochrome P450 2D6	None	None	None
DB00972	Azelastine	Cytochrome P450 1A2	None	None	None
DB00972	Azelastine	Cytochrome P450 2C19	None	None	None
DB00972	Azelastine	Cytochrome P450 3A4	None	None	None
DB00972	Azelastine	Cytochrome P450 2D6	None	None	None
DB00972	Azelastine	Cytochrome P450 1A2	None	None	None
DB00972	Azelastine	Cytochrome P450 1A2	Human	P05177	substrate
DB00972	Azelastine	Cytochrome P450 3A4	Human	P08684	substrate
DB00972	Azelastine	Cytochrome P450 2C19	Human	P33261	substrate
DB00972	Azelastine	Cytochrome P450 1A1	Human	P04798	substrate
DB00972	Azelastine	Cytochrome P450 3A5	Human	P20815	substrate
DB00972	Azelastine	Cytochrome P450 2C9	Human	P11712	substrate
DB00972	Azelastine	Cytochrome P450 2C8	Human	P10632	substrate
DB00972	Azelastine	Cytochrome P450 2D6	Human	P10635	substrate
DB00972	Azelastine	Cytochrome P450 2A6	Human	P11509	inhibitor
DB00972	Azelastine	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00972	Azelastine	Cytochrome P450 2E1	Human	P05181	inhibitor
DB00973	Ezetimibe	UDP-glucuronosyltransferase 1-1	None	None	None
DB00973	Ezetimibe	UDP-glucuronosyltransferase 1-3	None	None	None
DB00973	Ezetimibe	UDP-glucuronosyltransferase 2B15	None	None	None
DB00973	Ezetimibe	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00973	Ezetimibe	UDP-glucuronosyltransferase 1-3	Human	P35503	substrate
DB00973	Ezetimibe	UDP-glucuronosyltransferase 2B15	Human	P54855	substrate
DB00973	Ezetimibe	UDP-glucuronosyltransferase 2B7	Human	P16662	substrate
DB00973	Ezetimibe	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00973	Ezetimibe	Cytochrome P450 2C8	Human	P10632	None
DB00974	Edetic Acid	Adenosine deaminase	Human	P00813	inhibitor
DB00974	Edetic Acid	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00974	Edetic Acid	Serum paraoxonase/lactonase 3	Human	Q15166	inhibitor
DB00974	Edetic Acid	Cytochrome P450 19A1	Human	P11511	substrate
DB00976	Telithromycin	Cytochrome P450 3A7	Human	P24462	substrate
DB00976	Telithromycin	Cytochrome P450 1A2	Human	P05177	substrate
DB00976	Telithromycin	Cytochrome P450 3A4	Human	P08684	substrate
DB00976	Telithromycin	Cytochrome P450 3A5	Human	P20815	substrate
DB00976	Telithromycin	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00977	Ethinyl Estradiol	Cytochrome P450 2C9	None	None	None
DB00977	Ethinyl Estradiol	Cytochrome P450 3A4	None	None	None
DB00977	Ethinyl Estradiol	Cytochrome P450 2C19	None	None	None
DB00977	Ethinyl Estradiol	Cytochrome P450 1A2	None	None	None
DB00977	Ethinyl Estradiol	Cytochrome P450 3A4	Human	P08684	substrate
DB00977	Ethinyl Estradiol	Cytochrome P450 2C8	Human	P10632	inhibitor
DB00977	Ethinyl Estradiol	UDP-glucuronosyltransferase 1-1	Human	P22309	substrate
DB00978	Lomefloxacin	Cytochrome P450 1A2	Human	P05177	substrate
DB00979	Cyclopentolate	Cholinesterase	Human	P06276	substrate
DB00980	Ramelteon	Cytochrome P450 1A2	Human	P05177	substrate
DB00980	Ramelteon	Cytochrome P450 2C19	Human	P33261	substrate
DB00980	Ramelteon	Cytochrome P450 3A4	Human	P08684	substrate
DB00983	Formoterol	Cytochrome P450 2D6	Human	P10635	substrate
DB00983	Formoterol	Cytochrome P450 2C19	Human	P33261	substrate
DB00983	Formoterol	Cytochrome P450 2C9	Human	P11712	substrate
DB00983	Formoterol	Cytochrome P450 2A6	Human	P11509	substrate
DB00984	Nandrolone phenpropionate	Cytochrome P450 19A1	Human	P11511	substrate
DB00987	Cytarabine	Cytidine deaminase	Human	P32320	substrate
DB00987	Cytarabine	Cytochrome P450 3A4	Human	P08684	substrate
DB00987	Cytarabine	Deoxycytidine kinase	Human	P27707	substrate
DB00987	Cytarabine	5'-nucleotidase	Human	P21589	substrate
DB00987	Cytarabine	Deoxycytidylate deaminase	Human	P32321	substrate
DB00988	Dopamine	Amine oxidase [flavin-containing] A	Human	P21397	substrate
DB00988	Dopamine	Amine oxidase [flavin-containing] B	Human	P27338	substrate
DB00988	Dopamine	Catechol O-methyltransferase	Human	P21964	substrate
DB00988	Dopamine	Dopamine beta-hydroxylase	Human	P09172	substrate
DB00988	Dopamine	Cytochrome P450 1A2	Human	P05177	inhibitor
DB00988	Dopamine	Cytochrome P450 2C19	Human	P33261	substrate
DB00988	Dopamine	Cytochrome P450 2C9	Human	P11712	substrate
DB00988	Dopamine	Cytochrome P450 2D6	Human	P10635	substrate
DB00989	Rivastigmine	Cytochrome P450 2D6	Human	P10635	inhibitor
DB00989	Rivastigmine	Cytochrome P450 3A4	Human	P08684	inhibitor
DB00990	Exemestane	Cytochrome P450 3A4	Human	P08684	substrate
DB00990	Exemestane	Cytochrome P450 19A1	Human	P11511	inhibitor
DB00991	Oxaprozin	Cytochrome P450 2C9	Human	P11712	substrate
DB00993	Azathioprine	Glutathione S-transferase Mu 1	None	None	None
DB00993	Azathioprine	Glutathione S-transferase A1	None	None	None
DB00993	Azathioprine	Glutathione S-transferase A2	None	None	None
DB00993	Azathioprine	Thiopurine S-methyltransferase	None	None	None
DB00993	Azathioprine	Xanthine dehydrogenase/oxidase	Human	P47989	substrate
DB00993	Azathioprine	Thiopurine S-methyltransferase	Human	P51580	substrate
DB00993	Azathioprine	Glutathione S-transferase A1	Human	P08263	substrate
DB00993	Azathioprine	Glutathione S-transferase A2	Human	P09210	substrate
DB00993	Azathioprine	Glutathione S-transferase Mu 1	Human	P09488	substrate
DB00996	Gabapentin	Branched-chain-amino-acid aminotransferase, cytosolic	Human	P54687	inhibitor
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	None	None	None
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	None	None	None
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	None	None	None
DB00997	Doxorubicin	Nitric oxide synthase, endothelial	None	None	None
DB00997	Doxorubicin	Nitric oxide synthase, inducible	None	None	None
DB00997	Doxorubicin	Nitric oxide synthase, brain	None	None	None
DB00997	Doxorubicin	Xanthine dehydrogenase/oxidase	None	None	None
DB00997	Doxorubicin	NAD(P)H dehydrogenase [quinone] 1	None	None	None
DB00997	Doxorubicin	NADPH--cytochrome P450 reductase	None	None	None
DB00997	Doxorubicin	Xanthine dehydrogenase/oxidase	None	None	None
DB00997	Doxorubicin	NAD(P)H dehydrogenase [quinone] 1	None	None	None
DB00997	Doxorubicin	Carbonyl reductase [NADPH] 1	None	None	None
DB00997	Doxorubicin	Carbonyl reductase [NADPH] 3	None	None	None
DB00997	Doxorubicin	Aldo-keto reductase family 1 member C3	None	None	None
DB00997	Doxorubicin	Alcohol dehydrogenase [NADP(+)]	None	None	None
DB00997	Doxorubicin	Cytochrome P450 3A4	Human	P08684	substrate
DB00997	Doxorubicin	Cytochrome P450 2D6	Human	P10635	substrate
DB00997	Doxorubicin	Cytochrome P450 2B6	Human	P20813	inhibitor
DB00997	Doxorubicin	Cytochrome P450 1B1	Human	Q16678	inhibitor
DB00997	Doxorubicin	Carbonyl reductase [NADPH] 1	Human	P16152	substrate
DB00997	Doxorubicin	Carbonyl reductase [NADPH] 3	Human	O75828	substrate
DB00997	Doxorubicin	Alcohol dehydrogenase [NADP(+)]	Human	P14550	substrate
DB00997	Doxorubicin	Aldo-keto reductase family 1 member C3	Human	P42330	substrate
DB00997	Doxorubicin	NAD(P)H dehydrogenase [quinone] 1	Human	P15559	substrate
DB00997	Doxorubicin	Xanthine dehydrogenase/oxidase	Human	P47989	substrate
DB00997	Doxorubicin	Nitric oxide synthase, brain	Human	P29475	substrate
DB00997	Doxorubicin	Nitric oxide synthase, inducible	Human	P35228	substrate
DB00997	Doxorubicin	Nitric oxide synthase, endothelial	Human	P29474	substrate
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	Human	O75306	None
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	Human	O75489	None
DB00997	Doxorubicin	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	Human	O75251	None
DB00997	Doxorubicin	NADPH--cytochrome P450 reductase	Human	P16435	substrate
DB00998	Frovatriptan	Cytochrome P450 1A2	Human	P05177	substrate
DB01001	Salbutamol	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01002	Levobupivacaine	Cytochrome P450 3A4	Human	P08684	substrate
DB01002	Levobupivacaine	Cytochrome P450 1A2	Human	P05177	substrate
DB01005	Hydroxyurea	Cytochrome P450 2D6	Human	P10635	inhibitor
DB01006	Letrozole	Cytochrome P450 3A4	None	None	None
DB01006	Letrozole	Cytochrome P450 19A1	Human	P11511	substrate
DB01006	Letrozole	Cytochrome P450 3A4	Human	P08684	substrate
DB01006	Letrozole	Cytochrome P450 2A6	Human	P11509	substrate
DB01007	Tioconazole	Cytochrome P450 19A1	Human	P11511	inhibitor
DB01007	Tioconazole	Cytochrome P450 1A2	Human	P05177	inhibitor
DB01007	Tioconazole	Cytochrome P450 2C19	Human	P33261	inhibitor
DB01007	Tioconazole	Cytochrome P450 2C8	Human	P10632	inhibitor
DB01007	Tioconazole	Cytochrome P450 2C9	Human	P11712	inhibitor
DB01007	Tioconazole	Cytochrome P450 2E1	Human	P05181	inhibitor
DB01007	Tioconazole	Cytochrome P450 3A4	Human	P08684	inhibitor
DB01008	Busulfan	Cytochrome P450 3A4	Human	P08684	substrate
DB01008	Busulfan	Glutathione S-transferase A2	Human	P09210	substrate
DB01008	Busulfan	Glutathione S-transferase A1	Human	P08263	substrate
DB01008	Busulfan	Glutathione S-transferase Mu 1	Human	P09488	substrate
DB01008	Busulfan	Glutathione S-transferase P	Human	P09211	substrate
DB01008	Busulfan	Microsomal glutathione S-transferase 2	Human	Q99735	substrate
